zpId,Parking,streetAddress,lotAreaUnits,arm5Rate,daysOnZillow,hdpUrl,datePosted,isBankOwned,dateSold,zipcode,lastSoldPrice,livingAreaUnitsShort,livingAreaValue,lotSize,Zestimate Average _2018,description,stories,livingArea,Zestimate Average _2023,latitude,Zestimate Average _2021,isZillowOwned,Price/sqft,wasForeclosed,Year Built,Zestimate Average _2019,taxAssessedValue,city,Zestimate Average _2020,longitude,community,state,county,address,bathrooms,listPrice,thirtyYearFixedRate,zestimate,bedrooms,neighborhood,isListedByOwner,lotAreaValue,fifteenYearFixedRate,taxAssessedYear,Zestimate Average _2022,homeType
19590665.0,2 Garage spaces,950 Lakeshire Ct,Square Feet,7.291,0.0,/homedetails/950-Lakeshire-Ct-San-Jose-CA-95126/19590665_zpid/,2023-10-25,False,1294617600000.0,95126.0,395000.0,sqft,1384.0,1570.0,919741.25,"Fabulous and rare three bedroom townhome in the sought after Wilshire Park complex with a great end unit location! Beautifully updated throughout. Newly remodeled kitchen (2022) with white shaker cabinets, quartz counters with a waterfall edge, GE profile SS appliances, high end Houslane hood fan, recessed lights & pantry. Huge dining area w/ a slider to the rear yard.Living room w/ fireplace, recessed lights, & two big windows! Updated bathrooms w/ beautiful vanities, tiled showers & floors.Three bedrooms upstairs -each w/ vaulted ceilings & recessed lights. 2 car side by side garage.  So many amenities - luxury vinyl flooring, central AC & furnace, dual paned windows, private rear patio area leading to the garage. Wilshire Park amenities include pool, indoor spa, fitness room, & club house. HOA dues includes water!!  Great central location for easy commuting.  Minutes to VTA, downtown SJ, Campbell & Willow Glen, Santana Row & Westfield. Parks & walking trails closeby too. A must see!",2.0,1384.0,905522.2222222222,37.308266,940047.0,False,$721,False,1972.0,878269.0833333334,486402.0,San Jose,870849.0833333334,-121.91787,,CA,Santa Clara County,"950 Lakeshire Ct, San Jose, CA, 95126",3.0,998000.0,7.641,1002300.0,3.0,,False,1570.0,6.936,2023.0,958175.0,TOWNHOUSE
19690224.0,2 Attached Garage spaces,2595 Hill Park Dr,Square Feet,7.543,0.0,/homedetails/2595-Hill-Park-Dr-San-Jose-CA-95124/19690224_zpid/,2023-10-25,False,1384819200000.0,95124.0,875000.0,sqft,1478.0,6118.0,1356566.75,"This beautiful home offers a tranquil backyard with mature trees and landscaping. The lush outdoor space with a patio for gatherings, a sandbox and a charming playhouse provides enjoyment to the entire family. Nestled in a child-safe neighborhood with minimal traffic, this home features 3 bedrooms, 2 baths, tastefully updated kitchen, custom built-in entertainment center, hardwood flooring, crown moulding, recessed lighting, whole house insulation, dual-pane windows, OWNED solar panels & more, all within an open-concept living area. Recently renovated, the primary suite boasts a spacious walk-in closet & updated bathroom. This home includes a fig, lemon, walnut tree & a grape vine, making this a rare find in this coveted area where homes seldom become available. The location is a dream, near Doerr Park with playgrounds, tennis courts, baseball, cricket fields, & optional access to a community pool.",1.0,1478.0,1742544.4444444445,37.275574,1603283.25,False,"$1,170",False,1963.0,1261371.0833333333,1030970.0,San Jose,1329752.75,-121.916016,,CA,Santa Clara County,"2595 Hill Park Dr, San Jose, CA, 95124",2.0,1729000.0,7.676,1767600.0,3.0,,False,6118.0,7.522,2023.0,1857000.0,SINGLE_FAMILY
19686405.0,2 Attached Garage spaces,881 Byerley Ave,Square Feet,7.543,0.0,/homedetails/881-Byerley-Ave-San-Jose-CA-95125/19686405_zpid/,2023-10-25,False,1304640000000.0,95125.0,635000.0,sqft,1030.0,5876.0,1184242.3333333333,"Located on a tree-lined street in Willow Glen just a short distance from the desirable Downtown Lincoln Ave. This 3 bedroom/ 1 bath home has the possibility to expand the floor plan. Hardwood floors, remodeled kitchen, granite counter tops and stainless steel appliances, remodeled bath, recessed lighting, gas burning fireplace, HUGE yard,with beautiful paver walkways, great location for possible detached ADU, 1 car attached garage. Close to shopping, dining, parks, schools. East access to HWY 280,87 and 17.",1.0,1030.0,1426966.6666666667,37.298588,1408908.75,False,"$1,383",False,1949.0,1047927.4166666666,781946.0,San Jose,1177692.0833333333,-121.88608,,CA,Santa Clara County,"881 Byerley Ave, San Jose, CA, 95125",1.0,1425000.0,7.676,1436000.0,3.0,,False,5876.0,7.522,2023.0,1492133.3333333333,SINGLE_FAMILY
19717296.0,1 Carport space,2212 Summereve Ct,sqft,7.349,0.0,/homedetails/2212-Summereve-Ct-San-Jose-CA-95122/19717296_zpid/,2023-10-25,False,1364860800000.0,95122.0,235000.0,sqft,720.0,,433125.25,"Come to see this most affordable Silicon Valley hidden gem! This beautiful updated1bed/1bath end unit with spacious loft(could be used as 2nd bedroom) condo located in a gated community for extra privacy, is truly a can't miss. Come enjoy the ponds, pool, tennis courts and open grass areas! This exquisite home features new laminated flooring on living room and bedroom. Updated kitchen and bath with granite countertop.  Vaulted ceiling in the living room, spacious balcony overlooks the water pond and redwood trees, inside laundry. Centrally located, close to groceries, dining, shopping, entertainment, hiking, and all the surrounding high tech companies of Silicon Valley including the new Google campus! Once you visit this property you will absolutely fall in love with the community.",2.0,720.0,496333.3333333333,37.319035,475810.0833333333,False,$597,False,1985.0,426227.1666666667,278138.0,San Jose,450016.5833333333,-121.84159,,CA,Santa Clara County,"2212 Summereve Ct, San Jose, CA, 95122",1.0,429990.0,7.771,509000.0,1.0,,False,,6.874,2023.0,490291.6666666667,CONDO
19605216.0,2 Garage spaces,3382 Madonna Dr,Square Feet,7.543,0.0,/homedetails/3382-Madonna-Dr-San-Jose-CA-95117/19605216_zpid/,2023-10-25,False,,95117.0,,sqft,1526.0,7049.0,1415370.75,"This lovely move-in ready 3 bedroom, 2 bathroom home in an A+ location has been lovingly owned by the same family for over 50 years. The recently updated kitchen features stainless steel appliances, including a double oven and hood, as well as newly installed quartz countertops and an eat-in breakfast area. The formal dining room flows seamlessly into a spacious living room with a fireplace, and French doors open up to the backyard for outdoor entertaining and al fresco dining. The sleeping quarters include two guest bedrooms and a serene primary bedroom with an en-suite bathroom. The property boasts a host of desirable features, including a fireplace, front-back irrigation system, newly installed LVP flooring, double-pane windows, LED lighting and more. The outdoor spaces are equally inviting, with a beautifully landscaped front garden and a private, lush backyard with mature trees, a manicured lawn, and a covered patio. The two-car garage is equipped with washer/dryer hookups and smart wifi-controlled myQ garage door. The home is conveniently located near Santana Row, Valley Fair, and major freeways, making it an excellent choice for those seeking both comfort and convenience in a quiet, low-traffic neighborhood within walking distance to Lynhaven Elementary School.",,1526.0,1549277.7777777778,37.309433,1487743.8333333333,False,"$1,047",False,1961.0,1269088.9166666667,85653.0,San Jose,1408548.0,-121.95751,,CA,Santa Clara County,"3382 Madonna Dr, San Jose, CA, 95117",2.0,1598000.0,7.676,,3.0,,False,7049.0,7.522,2023.0,1620241.6666666667,SINGLE_FAMILY
19558046.0,1 Garage space,1049 Obrien Ct,Square Feet,7.291,0.0,/homedetails/1049-Obrien-Ct-San-Jose-CA-95126/19558046_zpid/,2023-10-25,False,1304035200000.0,95126.0,480000.0,sqft,768.0,3219.0,924986.0,"Welcome home to this charming bungalow, tucked on a quiet tree-lined street. Beautifully updated with newly refinished hardwood floors, fresh interior and exterior paint, lush landscaping and all new designer lighting. Remodeled kitchen features gorgeous wood cabinetry, stainless steel appliances and lovely granite countertops. Nicely updated bathroom with custom vanity and tub shower. Central A/C and washer/dryer in a convenient closet in the kitchen. New composition roof on the house and spacious detached garage. Fantastic curb appeal with a beautiful front lawn, welcoming brick walkway and pillars framing the front entrance. A delightful property nestled in a very special neighborhood boasting with 1930's charm and elegance. Wonderful location just minutes to Santa Clara university, dining on The Alameda, parks, shopping and convenient freeway access. This one is a true gem!",1.0,768.0,1012922.2222222222,37.34588,984153.1666666666,False,"$1,299",False,1935.0,920172.0,591072.0,San Jose,902992.1666666666,-121.92809,,CA,Santa Clara County,"1049 Obrien Ct, San Jose, CA, 95126",1.0,998000.0,7.641,1002700.0,2.0,,False,3219.0,6.936,2023.0,1081000.0,SINGLE_FAMILY
19830798.0,1 Garage space,775 Warring Dr APT 2,sqft,7.291,0.0,/homedetails/775-Warring-Dr-APT-2-San-Jose-CA-95123/19830798_zpid/,2023-10-25,False,1464134400000.0,95123.0,380000.0,sqft,903.0,,495479.9166666667,"Remodeled & Ready to move in - Popular model with side yard. New LVP flooring throughout. Recessed lights throughout. Open Kitchen. Double pane windows. Stainless steel appliances. New Interior paint. New toilet & vanity, Mirrors. New doorknobs. New blinds. Minutes away from highways, and walkable to Oakridge Mall & Cahalan Park. HOA covers water, sewer, garbage and all exterior maintenance. HOA maintains two pools for the community.",2.0,903.0,609411.1111111111,37.24794,609318.5,False,$630,False,1970.0,465443.4166666667,432368.0,San Jose,509337.3333333333,-121.853386,,CA,Santa Clara County,"775 Warring Dr APT 2, San Jose, CA, 95123",1.0,569000.0,7.641,646700.0,2.0,,False,,6.936,2023.0,610750.0,TOWNHOUSE
19814313.0,2 Attached Garage spaces,707 River View Dr,Acres,7.291,0.0,/homedetails/707-River-View-Dr-San-Jose-CA-95111/19814313_zpid/,2023-10-24,False,835920000000.0,95111.0,220000.0,sqft,1287.0,16479.0,875899.0,"Views and Views and Views from your deck on your 16,479 sq.ft. lot.  Renovated with spacious floor plan, family room slider to the extensive patio and raised deck. 180 degree views of the valley, downtown San Jose, mountains and tree tops. Relax with friends in your hot tub overlooking the city lights! You will love this location. Enjoy coming home to wide open blue skies. Terrace your back yard with garden beds, flower beds, vineyard perhaps? New flooring, new paint, new appliances, new interior doors and hardware, new Primary bathroom with elegant quartz shower. Close to Valley Christian School* CLICK on Virtual Tour for more pictures, video, printable floorplans *",1.0,1287.0,1047622.2222222222,37.276684,924312.3333333334,False,$854,False,1976.0,783081.75,351184.0,San Jose,851118.0,-121.81062,,CA,Santa Clara County,"707 River View Dr, San Jose, CA, 95111",2.0,1099000.0,7.641,1117700.0,3.0,,False,0.3783057851239669,6.936,2023.0,1039466.6666666666,SINGLE_FAMILY
54771007.0,2 Attached Garage spaces,553 King George Ave,Square Feet,7.291,0.0,/homedetails/553-King-George-Ave-San-Jose-CA-95136/54771007_zpid/,2023-10-24,False,1274659200000.0,95136.0,522000.0,sqft,1894.0,1894.0,975799.25,"Introducing an exceptional Communication Hill townhome with three spacious bedrooms, each complete with a full bath and walk-in closet. This home is designed for both comfort and style, featuring a bedroom and full bath on the main level, making it ideal for guests or a home office. On the second level, you'll find two master suites, each with its own fireplace and stunning views. The living and dining area showcases elegant wood laminate floors, providing both charm and easy maintenance. The kitchen is a chef's delight, offering upgraded tiled counters, oak cabinets, stainless steel appliances, and a gas cooktop. With tile floors in the kitchen and bathrooms, cleaning is a breeze. This end unit townhome offers extra privacy and natural light, and the two-car side-by-side garage includes a storage room for your convenience. With its modern luxury, beautiful views, and thoughtful design, this Communication Hill townhome is not just a residence but a lifestyle choice. Make it yours today!",3.0,1894.0,1110933.3333333333,37.28267,1021588.5833333334,False,$581,False,2000.0,923323.5,647634.0,San Jose,872039.0,-121.858826,,CA,Santa Clara County,"553 King George Ave, San Jose, CA, 95136",3.0,1099888.0,7.641,1104500.0,3.0,,False,1894.0,6.936,2023.0,1143108.3333333333,CONDO
19689365.0,2 Attached Garage spaces,2260 Constitution Dr,Square Feet,7.543,0.0,/homedetails/2260-Constitution-Dr-San-Jose-CA-95124/19689365_zpid/,2023-10-24,False,1607299200000.0,95124.0,2050000.0,sqft,2566.0,8758.0,1985725.4166666667,"Embodying quintessential Willow Glen living this exquisite home boasts a flawless turnkey condition thats sure to enchant you. With over 2500 SF of living space, this residence offers a spacious layout that features 5 bedrooms, a downstairs office, a formal living & dining room, plus a cozy family room. The interior features an array of designer finishes, including hardwood floors, recessed lights, high end appliances, & recently renovated bathrooms that exude modern sophistication. Other amenities include central AC, water softener, & an EV charger. Sitting on an oversized lot, the exterior affords you ample room for outdoor entertainment & recreational activities. Whether it's hosting gatherings, gardening, or letting your imagination run wild, this generous outdoor space accommodates it all. Situated in a prime location, close to downtown Willow Glen, the Pruneyard & the bustling heart of the tech industry. Experience the best of Silicon Valley living with this remarkable residence.",,2566.0,2465766.6666666665,37.28157,2231389.1666666665,False,$974,False,1965.0,1775622.0,2132820.0,San Jose,1791915.5833333333,-121.91503,,CA,Santa Clara County,"2260 Constitution Dr, San Jose, CA, 95124",3.0,2499999.0,7.676,2561100.0,5.0,,False,8758.0,7.522,2023.0,2490841.6666666665,SINGLE_FAMILY
19837502.0,2 Attached Garage spaces,736 Dalewood Ct,Acres,7.543,0.0,/homedetails/736-Dalewood-Ct-San-Jose-CA-95120/19837502_zpid/,2023-10-24,False,868924800000.0,95120.0,411000.0,sqft,2559.0,11667.0,1566565.3333333333,"A rare spacious single-story, recently remodeled, and immaculately kept home in the coveted Almaden woodside neighborhood features 5 bedrooms and 3 1/2 baths on a 0.25-acre pie-shaped lot located in a quiet cul-de-sac. High ceilings and windows infuse the property with natural light from south south-facing backyard. Open floor plan with spacious living areas. Updated gourmet kitchen features stainless steel appliances and granite countertop. Mahogany hardwood floor and imported Italian natural travertine stone in the kitchen. Double spacious master suites with jacuzzi tub, walking-in closets, French door and big sliding door to backyard. Well-designed spacious backyard with mature park-like landscape and deck. RV and boat parking. Excellent neighborhood for walking and hiking, conveniently near commuter routes(85, 87) via never congested Almaden Expressway. Just a few minutes away from Costco, Ranch 99 and Oakridge Mall. Award-winning Graystone, Bret Harte and Leland Schools!",1.0,2559.0,2420222.222222222,37.20683,2001881.75,False,$895,False,1979.0,1551279.25,762657.0,San Jose,1723817.6666666667,-121.82537,,CA,Santa Clara County,"736 Dalewood Ct, San Jose, CA, 95120",4.0,2290000.0,7.676,2291900.0,5.0,,False,0.2678374655647383,7.522,2023.0,2476041.6666666665,SINGLE_FAMILY
79844363.0,2 Garage spaces,125 Patterson St UNIT 306,sqft,7.291,1.0,/homedetails/125-Patterson-St-UNIT-306-San-Jose-CA-95112/79844363_zpid/,2023-10-24,False,1171411200000.0,95112.0,404000.0,sqft,894.0,,612936.3333333334,"Welcome to your dream condo in the heart of San Jose! This third-story corner unit is a rare gem, offering the ideal combination of comfort and convenience. The open, simple floor plan benefits from endless natural light and maximizes the utility of the available space. The beautiful kitchen is a true focal point, boasting stunning granite countertops that provide ample space for your culinary adventures. The bedroom is a cozy retreat with the added bonus of a private balcony, where you can savor your morning coffee or unwind after a long day. The in-unit washer and dryer make daily chores a breeze. The community comes replete with amenities such as the BBQ area, security gate, elevator, and beautifully landscaped open spaces that provide an escape from the bustle of daily life. Located in the heart of San Jose, you're just moments away from shops, restaurants, entertainment, major tech companies, transportation hubs, and all the attractions that the Bay Area has to offer!",1.0,894.0,573566.6666666666,37.32652,582468.5,False,$635,False,2006.0,580863.75,520107.0,San Jose,557001.5833333334,-121.879265,,CA,Santa Clara County,"125 Patterson St UNIT 306, San Jose, CA, 95112",1.0,568000.0,7.641,568300.0,1.0,,False,,6.936,2023.0,576991.6666666666,CONDO
